4e-09	0.04
8e-09	0.04
1.2e-08	0.04
1.6e-08	0.04
2e-08	0
2.4e-08	0.08
2.8e-08	0.04
3.2e-08	0.04
3.6e-08	0.04
4e-08	0.04
4.4e-08	0
4.8e-08	0.04
5.2e-08	0.04
5.6e-08	0
6e-08	0
6.4e-08	-0.04
6.8e-08	0
7.2e-08	0.04
7.6e-08	0.08
8e-08	0.04
8.4e-08	0.12
8.8e-08	0.04
9.2e-08	0
9.6e-08	0.04
1e-07	0.04
1.04e-07	0.04
1.08e-07	0.04
1.12e-07	0.04
1.16e-07	0
1.2e-07	0.04
1.24e-07	0
1.28e-07	0.04
1.32e-07	0.04
1.36e-07	0.04
1.4e-07	0
1.44e-07	0.04
1.48e-07	0
1.52e-07	0.04
1.56e-07	0.04
1.6e-07	0.04
1.64e-07	0.04
1.68e-07	0.04
1.72e-07	0.04
1.76e-07	0.04
1.8e-07	0.04
1.84e-07	0.08
1.88e-07	0
1.92e-07	0.04
1.96e-07	0.04
2e-07	0.04
2.04e-07	0.08
2.08e-07	0.12
2.12e-07	0
2.16e-07	0.04
2.2e-07	0.08
2.24e-07	0.04
2.28e-07	0.08
2.32e-07	0.08
2.36e-07	0.04
2.4e-07	0.04
2.44e-07	0.04
2.48e-07	0.08
2.52e-07	0.04
2.56e-07	0.04
2.6e-07	0.04
2.64e-07	0.08
2.68e-07	0.04
2.72e-07	0.04
2.76e-07	0.04
2.8e-07	0.04
2.84e-07	0.04
2.88e-07	0.04
2.92e-07	0.04
2.96e-07	0.04
3e-07	0.04
3.04e-07	0.08
3.08e-07	0
3.12e-07	0.04
3.16e-07	0.04
3.2e-07	0
3.24e-07	0.08
3.28e-07	0.04
3.32e-07	0.04
3.36e-07	0.04
3.4e-07	0.04
3.44e-07	0.04
3.48e-07	0.04
3.52e-07	0.04
3.56e-07	0.08
3.6e-07	0.04
3.64e-07	0.04
3.68e-07	0.04
3.72e-07	0.04
3.76e-07	0.08
3.8e-07	0.04
3.84e-07	0.04
3.88e-07	0.12
3.92e-07	0
3.96e-07	0.04
4e-07	0.04
4.04e-07	0.08
4.08e-07	0.04
4.12e-07	0
4.16e-07	0
4.2e-07	0.04
4.24e-07	0.04
4.28e-07	0.04
4.32e-07	0.08
4.36e-07	0.04
4.4e-07	0
4.44e-07	0.04
4.48e-07	0.04
4.52e-07	0.04
4.56e-07	0
4.6e-07	0
4.64e-07	0.08
4.68e-07	0
4.72e-07	0.04
4.76e-07	0.04
4.8e-07	0.08
4.84e-07	0.04
4.88e-07	0
4.92e-07	0.04
4.96e-07	0.04
5e-07	0.08
5.04e-07	0.04
5.08e-07	0
5.12e-07	0.04
5.16e-07	0.08
5.2e-07	0
5.24e-07	0
5.28e-07	0.08
5.32e-07	0
5.36e-07	0.04
5.4e-07	0.04
5.44e-07	0
5.48e-07	0.04
5.52e-07	0.08
5.56e-07	0.04
5.6e-07	0.04
5.64e-07	0.08
5.68e-07	0.04
5.72e-07	0.04
5.76e-07	0.04
5.8e-07	0.04
5.84e-07	0.04
5.88e-07	0
5.92e-07	0.04
5.96e-07	0.08
6e-07	0.12
6.04e-07	0.08
6.08e-07	0.08
6.12e-07	0.08
6.16e-07	0.04
6.2e-07	0.04
6.24e-07	0.08
6.28e-07	0.04
6.32e-07	0.08
6.36e-07	0
6.4e-07	0.04
6.44e-07	0.08
6.48e-07	0.04
6.52e-07	0
6.56e-07	0
6.6e-07	0.04
6.64e-07	0.04
6.68e-07	0.04
6.72e-07	0.04
6.76e-07	0.04
6.8e-07	0.08
6.84e-07	0.04
6.88e-07	0
6.92e-07	0.04
6.96e-07	0.04
7e-07	0.04
7.04e-07	0.04
7.08e-07	0.04
7.12e-07	0.04
7.16e-07	0
7.2e-07	0.04
7.24e-07	0.08
7.28e-07	0.04
7.32e-07	0.08
7.36e-07	0.04
7.4e-07	0.04
7.44e-07	0.08
7.48e-07	0.04
7.52e-07	0.04
7.56e-07	0
7.6e-07	0.04
7.64e-07	0.04
7.68e-07	0.04
7.72e-07	0
7.76e-07	0
7.8e-07	0
7.84e-07	0.04
7.88e-07	0
7.92e-07	0.08
7.96e-07	0.04
8e-07	0.08
8.04e-07	0
8.08e-07	0.04
8.12e-07	0.04
8.16e-07	0.04
8.2e-07	0.08
8.24e-07	0
8.28e-07	0
8.32e-07	0.04
8.36e-07	0
8.4e-07	0.04
8.44e-07	0
8.48e-07	0.04
8.52e-07	0.04
8.56e-07	0.04
8.6e-07	0.08
8.64e-07	0.04
8.68e-07	0.04
8.72e-07	0.04
8.76e-07	0.04
8.8e-07	0.04
8.84e-07	0.04
8.88e-07	0
8.92e-07	0
8.96e-07	0.04
9e-07	0.04
9.04e-07	0
9.08e-07	0
9.12e-07	0.04
9.16e-07	0.04
9.2e-07	0.04
9.24e-07	0.08
9.28e-07	0.04
9.32e-07	0
9.36e-07	0.04
9.4e-07	0.04
9.44e-07	0.04
9.48e-07	0.04
9.52e-07	0.08
9.56e-07	0.04
9.6e-07	0
9.64e-07	0
9.68e-07	0
9.72e-07	0.08
9.76e-07	0.08
9.8e-07	0.08
9.84e-07	0.04
9.88e-07	0.08
9.92e-07	0.04
9.96e-07	0.04
1e-06	0.04
1.004e-06	0
1.008e-06	0.04
1.012e-06	0.04
1.016e-06	0.04
1.02e-06	0
1.024e-06	0.04
1.028e-06	0
1.032e-06	0.08
1.036e-06	0.04
1.04e-06	0.04
1.044e-06	0
1.048e-06	0.04
1.052e-06	0
1.056e-06	0.04
1.06e-06	0
1.064e-06	0.08
1.068e-06	0.04
1.072e-06	0.08
1.076e-06	0
1.08e-06	0
1.084e-06	0.04
1.088e-06	0.04
1.092e-06	0.08
1.096e-06	0.04
1.1e-06	0
1.104e-06	0
1.108e-06	0
1.112e-06	0
1.116e-06	0.04
1.12e-06	0.04
1.124e-06	0.08
1.128e-06	0.04
1.132e-06	0.08
1.136e-06	0.04
1.14e-06	0.04
1.144e-06	0
1.148e-06	0.08
1.152e-06	0.04
1.156e-06	0.04
1.16e-06	0
1.164e-06	0.04
1.168e-06	0.04
1.172e-06	0
1.176e-06	0
1.18e-06	0.04
1.184e-06	-0.04
1.188e-06	0.08
1.192e-06	0.04
1.196e-06	0
1.2e-06	0.04
1.204e-06	0
1.208e-06	0.04
1.212e-06	0.04
1.216e-06	0.04
1.22e-06	0
1.224e-06	0.04
1.228e-06	0.04
1.232e-06	0.04
1.236e-06	0.04
1.24e-06	0.08
1.244e-06	0
1.248e-06	0
1.252e-06	0
1.256e-06	0.04
1.26e-06	0.04
1.264e-06	0.04
1.268e-06	0.04
1.272e-06	0.08
1.276e-06	0.08
1.28e-06	0.04
1.284e-06	0.04
1.288e-06	0
1.292e-06	0.04
1.296e-06	0.04
1.3e-06	0.04
1.304e-06	0.04
1.308e-06	0.04
1.312e-06	0
1.316e-06	0
1.32e-06	0.08
1.324e-06	0.04
1.328e-06	0.08
1.332e-06	0.04
1.336e-06	0.04
1.34e-06	0.04
1.344e-06	0.08
1.348e-06	0
1.352e-06	0.04
1.356e-06	0.08
1.36e-06	0.04
1.364e-06	0.08
1.368e-06	0.04
1.372e-06	0.04
1.376e-06	0.04
1.38e-06	0.08
1.384e-06	0.04
1.388e-06	0.04
1.392e-06	0.04
1.396e-06	0.04
1.4e-06	-0.04
1.404e-06	0
1.408e-06	0
1.412e-06	0.08
1.416e-06	0.04
1.42e-06	0.08
1.424e-06	0
1.428e-06	0.04
1.432e-06	0
1.436e-06	0.04
1.44e-06	0.04
1.444e-06	0.04
1.448e-06	0
1.452e-06	0.04
1.456e-06	0.04
1.46e-06	0.04
1.464e-06	0
1.468e-06	0.04
1.472e-06	0.04
1.476e-06	0.04
1.48e-06	0
1.484e-06	0.04
1.488e-06	0
1.492e-06	0.04
1.496e-06	0
1.5e-06	0.04
1.504e-06	0.04
1.508e-06	0
1.512e-06	0.04
1.516e-06	0.04
1.52e-06	0.04
1.524e-06	0
1.528e-06	0.04
1.532e-06	0.08
1.536e-06	0.04
1.54e-06	0.04
1.544e-06	0.08
1.548e-06	0
1.552e-06	0.04
1.556e-06	0
1.56e-06	0.04
1.564e-06	0
1.568e-06	0.04
